  -15.0000000000000      -2.832774446658212E-009
  -13.7888198757764      -1.932408921705996E-008
  -12.5776397515528      -1.278448059498688E-007
  -11.3664596273292      -8.180448777757376E-007
  -10.1552795031056      -5.008771288917047E-006
  -8.94409937888198      -2.824730113120453E-005
  -7.73291925465838      -1.535944278797529E-004
  -6.52173913043478      -8.691307485089991E-004
  -5.99513907642452      -1.825392629584250E-003
  -5.46853902241426      -3.779266701243468E-003
  -4.94193896840400      -7.677597202196819E-003
  -4.41533891439373      -1.524678730762281E-002
  -3.88873886038347      -2.937350055771147E-002
  -3.36213880637321      -5.473945957655417E-002
  -2.83553875236295      -9.718576365191951E-002
  -2.60658220714110      -0.122517487120104     
  -2.37762566191924      -0.152030787349901     
  -2.14866911669739      -0.185266013342411     
  -1.91971257147554      -0.221241127919819     
  -1.69075602625368      -0.258279067890957     
  -1.46179948103183      -0.293843871338537     
  -1.23284293580998      -0.324539689449650     
  -1.18149580160115      -0.330334630789356     
  -1.16311115243720      -0.332287219629158     
  -1.14483328355828      -0.334159349576713     
  -1.12664970939597      -0.335950108079685     
  -1.10871493462461      -0.337643366349804     
  -1.09750120492232      -0.338663512464450     
  -1.08635579299596      -0.339646974124964     
  -1.07527574626579      -0.340593439361600     
  -1.06425817410788      -0.341502388411547     
  -1.05330024462191      -0.342373033654929     
  -1.04239918152024      -0.343203677737450     
  -1.03155226113076      -0.343991389769838     
  -1.02075680950633      -0.344727773884841     
  -1.01001019963386      -0.345319408312259     
 -0.999309848736738      -0.344647716610633     
 -0.988653215664367      -0.343916603551022     
 -0.978037798363028      -0.343180610914072     
 -0.967461131422476      -0.342440299855233     
 -0.956920783693011      -0.341695509688693     
 -0.946414355967927      -0.340946020750466     
 -0.935939478726519      -0.340191602716962     
 -0.925493809932992      -0.339432019706457     
 -0.915075032886818      -0.338667030447138     
 -0.904680854120233      -0.337896387938680     
 -0.894309001338749      -0.337119839054567     
 -0.883957221400664      -0.336337124147411     
 -0.873623278331696      -0.335547976610333     
 -0.863304951370963      -0.334752122442719     
 -0.853000033044657      -0.333949279786193     
 -0.842706327263800      -0.333139158453941     
 -0.832421647442605      -0.332321459468438     
 -0.822143814633970      -0.331495873897152     
 -0.811870655678734      -0.330662085939868     
 -0.801600001365335      -0.329819767040925     
 -0.798399998634665      -0.329555517598665     
 -0.793333602468956      -0.329135368076194     
 -0.788266864064219      -0.328712990801856     
 -0.783199523248458      -0.328288344044297     
 -0.778131319725943      -0.327861382124051     
 -0.773061993023714      -0.327432062209310     
 -0.767991282437997      -0.327000339133167     
 -0.762918926980531      -0.326566165507226     
 -0.757844665324759      -0.326129495180984     
 -0.752768235751877      -0.325690279901551     
 -0.747689376096713      -0.325248471300240     
 -0.742607823693405      -0.324804019713667     
 -0.737523315320865      -0.324356874669569     
 -0.732435587147996      -0.323906984721791     
